time;;;Noraxon MyoMotion-Segments-Upper arm LT-Orientation-x;Noraxon MyoMotion-Segments-Upper arm LT-Orientation-y;Noraxon MyoMotion-Segments-Upper arm LT-Orientation-z;Noraxon MyoMotion-Segments-Upper arm LT-Orientation-w;LT Upper arm Accel Sensor X (mG);LT Upper arm Accel Sensor Y (mG);LT Upper arm Accel Sensor Z (mG);Noraxon MyoMotion-Segments-Upper arm LT-Acceleration-x (mG);Noraxon MyoMotion-Segments-Upper arm LT-Acceleration-y (mG);Noraxon MyoMotion-Segments-Upper arm LT-Acceleration-z (mG);Noraxon MyoMotion-Segments-Upper arm LT-Gyroscope-x (deg/s);Noraxon MyoMotion-Segments-Upper arm LT-Gyroscope-y (deg/s);Noraxon MyoMotion-Segments-Upper arm LT-Gyroscope-z (deg/s);Noraxon MyoMotion-Segments-Upper arm LT-Magnetometer-x (mGauss);Noraxon MyoMotion-Segments-Upper arm LT-Magnetometer-y (mGauss);Noraxon MyoMotion-Segments-Upper arm LT-Magnetometer-z (mGauss);LT Upper Arm Course (deg);LT Upper Arm Pitch (deg);LT Upper Arm Roll (deg);Noraxon MyoMotion-Segments-Forearm LT-Orientation-x;Noraxon MyoMotion-Segments-Forearm LT-Orientation-y;Noraxon MyoMotion-Segments-Forearm LT-Orientation-z;Noraxon MyoMotion-Segments-Forearm LT-Orientation-w;LT Forearm Accel Sensor X (mG);LT Forearm Accel Sensor Y (mG);LT Forearm Accel Sensor Z (mG);Noraxon MyoMotion-Segments-Forearm LT-Acceleration-x (mG);Noraxon MyoMotion-Segments-Forearm LT-Acceleration-y (mG);Noraxon MyoMotion-Segments-Forearm LT-Acceleration-z (mG);Noraxon MyoMotion-Segments-Forearm LT-Gyroscope-x (deg/s);Noraxon MyoMotion-Segments-Forearm LT-Gyroscope-y (deg/s);Noraxon MyoMotion-Segments-Forearm LT-Gyroscope-z (deg/s);Noraxon MyoMotion-Segments-Forearm LT-Magnetometer-x (mGauss);Noraxon MyoMotion-Segments-Forearm LT-Magnetometer-y (mGauss);Noraxon MyoMotion-Segments-Forearm LT-Magnetometer-z (mGauss);LT Forearm Course (deg);LT Forearm Pitch (deg);LT Forearm Roll (deg);Noraxon MyoMotion-Segments-Hand LT-Orientation-x;Noraxon MyoMotion-Segments-Hand LT-Orientation-y;Noraxon MyoMotion-Segments-Hand LT-Orientation-z;Noraxon MyoMotion-Segments-Hand LT-Orientation-w;LT Hand Accel Sensor X (mG);LT Hand Accel Sensor Y (mG);LT Hand Accel Sensor Z (mG);Noraxon MyoMotion-Segments-Hand LT-Acceleration-x (mG);Noraxon MyoMotion-Segments-Hand LT-Acceleration-y (mG);Noraxon MyoMotion-Segments-Hand LT-Acceleration-z (mG);Noraxon MyoMotion-Segments-Hand LT-Gyroscope-x (deg/s);Noraxon MyoMotion-Segments-Hand LT-Gyroscope-y (deg/s);Noraxon MyoMotion-Segments-Hand LT-Gyroscope-z (deg/s);Noraxon MyoMotion-Segments-Hand LT-Magnetometer-x (mGauss);Noraxon MyoMotion-Segments-Hand LT-Magnetometer-y (mGauss);Noraxon MyoMotion-Segments-Hand LT-Magnetometer-z (mGauss);LT Hand Course (deg);LT Hand Pitch (deg);LT Hand Roll (deg);Noraxon MyoMotion-Segments-Object 1-Orientation-x;Noraxon MyoMotion-Segments-Object 1-Orientation-y;Noraxon MyoMotion-Segments-Object 1-Orientation-z;Noraxon MyoMotion-Segments-Object 1-Orientation-w;LT Object 1 Accel Sensor X (mG);LT Object 1 Accel Sensor Y (mG);LT Object 1 Accel Sensor Z (mG);Noraxon MyoMotion-Segments-Object 1-Acceleration-x (mG);Noraxon MyoMotion-Segments-Object 1-Acceleration-y (mG);Noraxon MyoMotion-Segments-Object 1-Acceleration-z (mG);Noraxon MyoMotion-Segments-Object 1-Gyroscope-x (deg/s);Noraxon MyoMotion-Segments-Object 1-Gyroscope-y (deg/s);Noraxon MyoMotion-Segments-Object 1-Gyroscope-z (deg/s);Noraxon MyoMotion-Segments-Object 1-Magnetometer-x (mGauss);Noraxon MyoMotion-Segments-Object 1-Magnetometer-y (mGauss);Noraxon MyoMotion-Segments-Object 1-Magnetometer-z (mGauss);LT Object 1 Course (deg);LT Object 1 Pitch (deg);LT Object 1 Roll (deg);LT RacketHand_x (deg);LT RacketHand_y (deg);LT RacketHAnd_z (deg);LT Elbow Flexion (deg);Noraxon MyoMotion-Joints-Elbow LT-Extension (deg);LT Wrist Flexion (deg);Noraxon MyoMotion-Joints-Wrist LT-Extension (deg);LT Wrist Radial (deg);LT Wrist Supination (deg);Noraxon MyoMotion-Body Orientation-x;Noraxon MyoMotion-Body Orientation-y;Noraxon MyoMotion-Body Orientation-z;Noraxon MyoMotion-Body Orientation-w;Noraxon MyoMotion-Trajectories-Medial humeral epicondyle LT-x (mm);Noraxon MyoMotion-Trajectories-Medial humeral epicondyle LT-y (mm);Noraxon MyoMotion-Trajectories-Medial humeral epicondyle LT-z (mm);Noraxon MyoMotion-Trajectories-Lateral humeral epicondyle LT-x (mm);Noraxon MyoMotion-Trajectories-Lateral humeral epicondyle LT-y (mm);Noraxon MyoMotion-Trajectories-Lateral humeral epicondyle LT-z (mm);Noraxon MyoMotion-Trajectories-Elbow LT-x (mm);Noraxon MyoMotion-Trajectories-Elbow LT-y (mm);Noraxon MyoMotion-Trajectories-Elbow LT-z (mm);Noraxon MyoMotion-Trajectories-Radial styloid process LT-x (mm);Noraxon MyoMotion-Trajectories-Radial styloid process LT-y (mm);Noraxon MyoMotion-Trajectories-Radial styloid process LT-z (mm);Noraxon MyoMotion-Trajectories-Ulnar styloid process LT-x (mm);Noraxon MyoMotion-Trajectories-Ulnar styloid process LT-y (mm);Noraxon MyoMotion-Trajectories-Ulnar styloid process LT-z (mm);Noraxon MyoMotion-Trajectories-Hand tip LT-x (mm);Noraxon MyoMotion-Trajectories-Hand tip LT-y (mm);Noraxon MyoMotion-Trajectories-Hand tip LT-z (mm);Noraxon MyoMotion-Trajectories-Body center of mass-x (mm);Noraxon MyoMotion-Trajectories-Body center of mass-y (mm);Noraxon MyoMotion-Trajectories-Body center of mass-z (mm)
0,185;;;0,678188059;0,016320919;0,119609684;0,724905585;995,6054688;-20,82824707;153,3203125;12,92608717;-3,654250253;7,467491402;0,66796875;-1,32421875;-0,712402344;-1,036499023;-0,346343994;0,284057617;169,2520106;4,564951488;7,990821083;0,537435426;0,01521519;0,088625809;0,838496945;793,9453125;604,0039063;144,0429688;7,836854027;-8,042278887;7,86514987;1,185546875;2,216796875;-1,375976563;-0,534912109;-1,017089844;-0,164718628;172,3448122;24,95228283;4,411883182;0,2491014;-0,555743039;-0,334734168;0,719062726;881,8359375;481,6894531;110,534668;5,572286387;-16,1141018;10,73564699;2,044921875;-9,0546875;2,662109375;-0,724731445;-0,987304688;-0,261779785;-89,18075025;14,96306584;40,89392264;0,000360271;-0,282942455;0,172807312;0,94344108;30,22766113;998,046875;84,71679688;3,068921824;0,356648167;2,087155086;8,5390625;-2,03515625;7,1328125;0,467803955;-1,011108398;0,012150764;-100,4525944;57,12817586;100,3066847;-43,45846997;20,33968201;-60,69633061;20,60275126;-20,60275126;22,21448934;-22,21448934;14,03299292;4,413700207;0,706952263;0,014781659;0,014781659;0,706952263;252,6420228;-34,51221282;1132,206465;300,7762293;-28,42944431;1142,129393;275,8832331;-27,81027281;1135,590502;312,8623749;-145,7810987;934,3909335;308,8130045;-114,1137582;913,532891;240,8162797;-241,2320998;789,8583999;3,538378141;-34,43262698;994,1436374
0,19;;;0,678147882;0,016343965;0,119659339;0,724934457;997,5585938;-21,98791504;151,7333984;10,88864155;-4,17877829;9,204447013;0,253173828;-1,213867188;-0,761230469;-1,036376953;-0,346343994;0,283782959;169,246529;4,571129314;7,99224746;0,537386338;0,015197783;0,088722444;0,838518503;792,96875;610,8398438;139,6484375;2,536926369;-13,68005169;10,56066591;-0,516601563;2,30078125;-1,611328125;-0,534851074;-1,017578125;-0,163970947;172,3401426;24,95901825;4,419965757;0,249057003;-0,555463949;-0,334974816;0,719181676;885,2539063;483,6425781;109,375;4,72123031;-16,44381375;14,52196798;1,672851563;-8,53125;2,8984375;-0,725036621;-0,987060547;-0,260131836;-89,17555102;15,00247804;40,87486119;0,000653212;-0,282583055;0,1727483;0,943559439;28,3203125;995,6054688;83,55712891;3,527548002;-2,083799846;-0,501477;9,1328125;-2,201171875;7,27734375;0,467681885;-1,011352539;0,013227463;-100,5073419;57,17104952;100,2424555;-43,4428615;20,34773843;-60,68931385;20,60340223;-20,60340223;22,26055203;-22,26055203;13,99863436;4,424368263;0,706952263;0,014781659;0,014781659;0,706952263;252,6593599;-34,54030443;1132,210046;300,7910085;-28,45032434;1142,140956;275,8991073;-27,8350342;1135,597531;312,9339367;-145,8286209;934,4077602;308,8759187;-114,1536577;913,5629769;240,7722382;-241,21901;789,8928833;3,539379199;-34,43368687;994,1440801
0,195;;;0,678110774;0,016353718;0,119705992;0,724961247;999,5117188;-25,14648438;150,5126953;7,558131711;-3,102316939;11,06050428;0,111999512;-0,915527344;-1,169921875;-1,036865234;-0,347625732;0,282989502;169,2423809;4,576878379;7,99459742;0,537335868;0,015166101;0,088815061;0,838541615;790,0390625;614,2578125;145,6298828;8,045348446;-18,33663137;11,07936562;-1,015625;2,28125;-1,361328125;-0,53326416;-1,017578125;-0,162322998;172,3372731;24,96599595;4,429282167;0,249017664;-0,555194594;-0,335214822;0,71929145;885,7421875;475,8300781;106,0180664;3,06781348;-9,385144124;10,98754887;1,202148438;-8,0234375;2,9296875;-0,725891113;-0,986572266;-0,25793457;-89,17018611;15,04029706;40,85550256;0,000948324;-0,282223092;0,172682233;0,94367901;27,17590332;994,6289063;82,15332031;3,471216508;-3,917334174;-1,627842908;9,3359375;-2,388671875;7,3046875;0,467498779;-1,012573242;0,014810562;-100,5622556;57,2139483;100,1772073;-43,42566714;20,35435807;-60,68145594;20,60478191;-20,60478191;22,30566063;-22,30566063;13,96398885;4,435470508;0,706952263;0,014781659;0,014781659;0,706952263;252,6806293;-34,56599552;1132,213919;300,8096691;-28,46987405;1142,1537;275,919001;-27,85791445;1135,605274;313,0109398;-145,8755095;934,4261556;308,9450072;-114,1928124;913,5946724;240,737268;-241,2042838;789,9265783;3,540564773;-34,43469153;994,1445561
0,2;;;0,678077669;0,016348673;0,119749208;0,724985188;1003,90625;-24,87182617;147,4609375;5,37996596;-5,981643111;14,95141289;-0,166137695;-0,674316406;-1,326171875;-1,037353516;-0,348907471;0,282196045;169,2397189;4,58205851;7,997976654;0,537284802;0,015119422;0,088901895;0,838565977;788,5742188;622,0703125;143,9208984;5,349587191;-25,22810945;14,33176111;-0,80859375;1,735351563;-1,163085938;-0,531677246;-1,017578125;-0,160675049;172,3364006;24,97311141;4,43979512;0,248983542;-0,554935149;-0,335452814;0,719392512;885,2539063;467,0410156;103,6376953;2,525435428;-2,044288946;6,246492543;1,012695313;-7,81640625;3,1953125;-0,726745606;-0,986083984;-0,255737305;-89,16476562;15,07649152;40,83594405;0,001245398;-0,281865918;0,17261011;0,943798603;26,26037598;994,6289063;83,984375;6,425217958;-4,782828338;-1,518410352;9,4296875;-2,466796875;7,38671875;0,467315674;-1,013793945;0,016393662;-100,6173637;57,25647112;100,1110548;-43,40727426;20,35979064;-60,67276313;20,60693202;-20,60693202;22,34963133;-22,34963133;13,92925071;4,447271735;0,706952263;0,014781659;0,014781659;0,706952263;252,7061665;-34,58850914;1132,218113;300,8325821;-28,48749303;1142,167593;275,943277;-27,87821936;1135,613738;313,0931667;-145,9207964;934,4459435;309,0199878;-114,2302983;913,6277463;240,7114512;-241,1873619;789,9594201;3,541941226;-34,43561227;994,1450637
0,205;;;0,678049373;0,016327876;0,119788636;0,725005608;1006,835938;-27,80151367;143,7988281;0,463500362;-7,029032795;17,40847748;-0,464355469;0,05456543;-1,475585938;-1,037841797;-0,350189209;0,281402588;169,2386439;4,586547992;8,002448996;0,537233777;0,015057525;0,088981389;0,83859135;791,9921875;618,6523438;137,5732422;-0,980903837;-20,04489865;14,15284071;-1,67578125;1,485351563;-0,822265625;-0,530090332;-1,017578125;-0,1590271;172,3376545;24,98027843;4,451427463;0,248954599;-0,554685493;-0,335687474;0,719485602;888,1835938;466,3085938;99,97558594;-0,551440748;-0,020665749;8,121329048;0,84765625;-7,29296875;3,189453125;-0,727600098;-0,985595703;-0,253540039;-89,15939914;15,11108082;40,81629284;0,001544161;-0,281514978;0,172532809;0,943917032;27,55737305;994,6289063;83,74023438;6,803514685;-4,034061802;-1,503162076;9,2109375;-2,615234375;7,4609375;0,467132568;-1,015014648;0,017976761;-100,6726713;57,29820596;100,044122;-43,38814265;20,36430955;-60,66324818;20,6098919;-20,6098919;22,39231481;-22,39231481;13,8945979;4,46000705;0,706952263;0,014781659;0,014781659;0,706952263;252,7361249;-34,60717978;1132,222647;300,859936;-28,5026459;1142,182561;275,972112;-27,89534435;1135,622901;313,1801978;-145,9636574;934,4669403;309,1003563;-114,2653388;913,6619582;240,6945428;-241,1678548;789,9914153;3,543507236;-34,43642451;994,1456005
0,21;;;0,67802647;0,01629105;0,119824017;0,725022009;1006,835938;-27,32849121;140,7470703;-1,347260279;-9,55070688;16,9474707;-0,770507813;0,837890625;-1,625;-1,037963867;-0,350280762;0,281005859;169,2391942;4,59025658;8,008025847;0,537183269;0,014980739;0,089052365;0,838617546;794,921875;613,28125;130,3710938;-7,928627047;-13,56921855;12,30643296;-2,708984375;1,385742188;-0,807617188;-0,528869629;-1,017578125;-0,159042358;172,3410797;24,98743041;4,464067477;0,248930613;-0,554445215;-0,335917574;0,719571704;895,0195313;469,4824219;98,02246094;-2,690210865;0,235759202;15,41854218;0,5546875;-6,5078125;3,44921875;-0,728393555;-0,986022949;-0,252716065;-89,15419323;15,14413334;40,79666237;0,00184436;-0,281173635;0,172451513;0,944033082;33,56933594;999,0234375;81,97021484;4,215531015;0,675826037;2,933506105;8,9765625;-2,720703125;7,34765625;0,466125488;-1,016113281;0,018909454;-100,7282028;57,33875086;99,97654978;-43,36875627;20,36824708;-60,65295019;20,61368615;-20,61368615;22,43360803;-22,43360803;13,86018802;4,473864727;0,706952263;0,014781659;0,014781659;0,706952263;252,7704396;-34,62152876;1132,227513;300,8916977;-28,5149243;1142,198487;276,0054578;-27,9088434;1135,632708;313,2714285;-146,0034723;934,4889552;309,1854065;-114,2973628;913,6970617;240,6859869;-241,1455893;790,0226341;3,545253089;-34,43711028;994,1461633
0,215;;;0,678009286;0,016238603;0,119855181;0,725034103;1004,882813;-27,38952637;140,1367188;-1,82607202;-9,721059865;14,92862774;-0,983398438;1,510742188;-1,474609375;-1,037719727;-0,349182129;0,281005859;169,2413454;4,593131438;8,014663959;0,537133606;0,014889988;0,089113989;0,838644427;800,78125;605,9570313;129,2724609;-8,872649817;-4,091616304;12,44774581;-3,5546875;1,431640625;-0,727050781;-0,528015137;-1,017578125;-0,160720825;172,3466348;24,99451859;4,477563087;0,2489112;-0,554213647;-0,33614199;0,719652007;894,53125;466,0644531;96,98486328;-2,811145848;2,752105834;13,30785982;0,105529785;-5,78125;3,296875;-0,729125977;-0,987365723;-0,253265381;-89,14924953;15,17576052;40,77716961;0,002145689;-0,280845002;0,172367585;0,944145591;38,20800781;1005,859375;79,40673828;1,014008951;3,702998205;9,7047211;8,46875;-2,802734375;7,52734375;0,464294434;-1,017089844;0,019191742;-100,7839784;57,37773432;99,90850241;-43,34960547;20,37196049;-60,64193217;20,61831664;-20,61831664;22,47344447;-22,47344447;13,82615974;4,488977388;0,706952263;0,014781659;0,014781659;0,706952263;252,8088215;-34,63129826;1132,23269;300,9276071;-28,52408147;1142,215215;276,0430356;-27,91846327;1135,643072;313,3660391;-146,0398554;934,5117857;309,2742032;-114,3260348;913,7327998;240,6848968;-241,1206301;790,0531946;3,54716018;-34,43765943;994,146748
0,22;;;0,677997882;0,016171563;0,119882029;0,725041827;1001,953125;-28,7322998;143,3105469;-0,717172027;-6,176067363;12,53882121;-1,356445313;2,16015625;-1,431640625;-1,037475586;-0,348083496;0,281005859;169,2450175;4,595158982;8,022269943;0,537084989;0,014786742;0,089165715;0,838671892;802,2460938;600,5859375;130,859375;-7,087868437;1,047651026;10,63104239;-3,90234375;1,650390625;-0,837890625;-0,527160645;-1,017578125;-0,162399292;172,3541998;25,00150914;4,491722422;0,248895871;-0,553989941;-0,336359702;0,719727825;895,9960938;460,2050781;93,50585938;-5,13934897;8,586148671;11,55371821;0,086486816;-5,34765625;3,1640625;-0,729858398;-0,988708496;-0,253814697;-89,14466476;15,20610383;40,75793021;0,002447717;-0,28053177;0,172282477;0,944253506;39,36767578;1007,8125;75,50048828;-2,353183614;3,260489894;11,39507835;7,68359375;-2,939453125;7,60546875;0,462463379;-1,018066406;0,01947403;-100,8399947;57,41483522;99,84017692;-43,3311605;20,37579724;-60,63028105;20,623758;-20,623758;22,51177926;-22,51177926;13,79263407;4,505418346;0,706952263;0,014781659;0,014781659;0,706952263;252,8507794;-34,63645988;1132,238144;300,9672007;-28,53004729;1142,23255;276,0843596;-27,92415515;1135,653883;313,4630011;-146,0726616;934,5352169;309,3655945;-114,3512585;913,7689067;240,6900927;-241,0932719;790,0832383;3,549201785;-34,43806994;994,1473498
0,225;;;0,677992079;0,01609148;0,11990453;0,725045316;998,046875;-30,09033203;145,5078125;-0,193166387;-3,236162508;9,041627593;-1,6796875;2,39453125;-1,314453125;-1,037231445;-0,346984863;0,281005859;169,2500832;4,596360734;8,030708565;0,53703752;0,014672948;0,089207236;0,838699872;800,2929688;592,2851563;128,90625;-8,201041368;6,637443614;3,880496223;-3,876953125;2,060546875;-0,869628906;-0,526306152;-1,017578125;-0,164077759;172,363588;25,00838007;4,506318317;0,248884094;-0,553773194;-0,336569783;0,719800486;891,6015625;453,3691406;93,07861328;-4,091427441;12,23188032;4,48703003;0,077148438;-5,171875;3,1015625;-0,73059082;-0,99005127;-0,254364014;-89,14052857;15,23531418;40,73905609;0,002749815;-0,280236078;0,17219759;0,944355955;40,77148438;1011,71875;74,64599609;-3,056010539;3,666471123;15,27650695;6,47265625;-2,796875;7,70703125;0,460632324;-1,019042969;0,019756317;-100,8962002;57,44979938;99,77180735;-43,31384324;20,3800533;-60,61809911;20,62995906;-20,62995906;22,54857092;-22,54857092;13,75971986;4,523197029;0,706952263;0,014781659;0,014781659;0,706952263;252,8956562;-34,63718822;1132,243833;301,0098479;-28,53291017;1142,250269;276,1287735;-27,9260522;1135,665013;313,5611027;-146,1019568;934,5590227;309,4582461;-114,3731466;913,8051082;240,7001744;-241,0640015;790,1129017;3,55134448;-34,43834701;994,1479632
0,23;;;0,677991506;0,016000313;0,11992274;0,725044857;994,140625;-35,49194336;149,9023438;-1,240919376;3,994062199;5,9962627;-1,643554688;2,611328125;-1,294921875;-1,037231445;-0,34664917;0,281524658;169,2563755;4,5967863;8,039814005;0,536991224;0,014550888;0,089238517;0,838728314;797,8515625;586,4257813;131,5917969;-4,953207439;9,755237697;-1,171178441;-3,59375;1,8515625;-0,903808594;-0,526367188;-1,017822266;-0,165084839;172,3745584;25,01511863;4,521105953;0,248875355;-0,553562592;-0,336771354;0,719871217;885,2539063;444,8242188;95,88623047;0,497814302;16,15042141;-4,77331759;0,461914063;-5,44140625;3,013671875;-0,73046875;-0,989929199;-0,254638672;-89,13692213;15,26352963;40,72065465;0,00305123;-0,279959418;0,172114566;0,944452217;41,68701172;1013,671875;74,15771484;-3,23456974;3,777116193;17,22323741;5,546875;-2,6953125;7,6484375;0,460296631;-1,01965332;0,019343376;-100,9525307;57,48245002;99,70366628;-43,29797544;20,38498954;-60,60550855;20,63684792;-20,63684792;22,58377474;-22,58377474;13,72751953;4,542258003;0,706952263;0,014781659;0,014781659;0,706952263;252,9426798;-34,63381608;1132,249708;301,0548002;-28,53287783;1142,268133;276,1755014;-27,92442722;1135,676319;313,659043;-146,1279602;934,582974;309,5507448;-114,391963;913,8411282;240,7136691;-241,0334366;790,1422953;3,55355083;-34,43850119;994,1485823
0,235;;;0,677995672;0,015900322;0,11993681;0,725040834;992,6757813;-35,98022461;150,6347656;-1,225923044;4,951823417;4,671385288;-1,551757813;2,556640625;-1,331054688;-1,037475586;-0,347076416;0,282562256;169,2636957;4,596503607;8,049401027;0,536946053;0,014423042;0,089259803;0,838757175;792,96875;584,4726563;134,6435547;-1,564235078;8,268619276;-5,783829188;-2,705078125;1,545898438;-0,838867188;-0,52734375;-1,018310547;-0,165420532;172,3868296;25,0217215;4,535837861;0,248869206;-0,553357547;-0,336963558;0,719941043;881,3476563;444,5800781;95,09277344;0,377689585;14,30767534;-8,403852176;1,116210938;-5,8828125;2,80078125;-0,729492188;-0,988342285;-0,254638672;-89,1339162;15,2908547;40,70282859;0,003351054;-0,279702644;0,172035117;0,944541751;42,08374023;1015,625;73,12011719;-3,875677638;3,231692162;19,11052818;4,8203125;-2,3359375;7,6796875;0,461456299;-1,019897461;0,018235207;-101,0088908;57,51268735;99,63606111;-43,28376698;20,39080114;-60,59263792;20,64434263;-20,64434263;22,6173341;-22,6173341;13,69613241;4,562481455;0,706952263;0,014781659;0,014781659;0,706952263;252,9910098;-34,62677548;1132,255713;301,1012359;-28,53022511;1142,285899;276,2236946;-27,91963701;1135,687652;313,7555093;-146,1509874;934,6068496;309,641684;-114,4080656;913,8766988;240,7291575;-241,002267;790,171489;3,555781742;-34,43854629;994,1492008
0,24;;;0,678004028;0,015793939;0,119946985;0,725033662;990,7226563;-38,87939453;151,7333984;-2,716060347;7,848265876;2,994038301;-1,274414063;2,447265625;-1,192382813;-1,037719727;-0,347503662;0,283599854;169,2718235;4,595588676;8,059276738;0,536901897;0,014291946;0,089271616;0,838786428;795,4101563;580,078125;133,9111328;-2,119941348;13,34950106;-6,56281732;-1,58203125;1,318359375;-0,822753906;-0,528320313;-1,018798828;-0,165756226;172,4000955;25,02819414;4,550279005;0,248865298;-0,553157767;-0,337145538;0,720010719;887,2070313;450,6835938;89,23339844;-5,938797188;11,97091892;-0,982460034;1,509765625;-6,30078125;2,8671875;-0,728515625;-0,986755371;-0,254638672;-89,13157045;15,31734865;40,68567534;0,003648205;-0,279466037;0,171960891;0,944624199;43,09082031;1015,625;74,15771484;-2,617698295;3,864303581;19,22938581;3,91015625;-2,21484375;7,77734375;0,462615967;-1,020141602;0,017127037;-101,0651448;57,54048074;99,56932867;-43,27131815;20,39760247;-60,57961312;20,65236143;-20,65236143;22,64917876;-22,64917876;13,66565624;4,583691413;0,706952263;0,014781659;0,014781659;0,706952263;253,0397857;-34,61653644;1132,261781;301,1483081;-28,52524112;1142,303326;276,2724805;-27,91206506;1135,698861;313,8492557;-146,1713895;934,6304464;309,7297471;-114,4218451;913,9115693;240,7453809;-240,9711912;790,2005056;3,557998824;-34,43849714;994,1498127
0,245;;;0,678016029;0,015683638;0,1199536;0,725023739;987,7929688;-43,76220703;152,0996094;-6,091197065;11,6513957;0,305709943;-1,022460938;2,43359375;-1,083007813;-1,037963867;-0,347930908;0,284637451;169,280528;4,594117022;8,069251342;0,536858604;0,014160068;0,089274705;0,838816046;798,3398438;574,21875;131,5917969;-4,035953016;19,98305001;-8,045127654;-0,757324219;1,01953125;-0,932617188;-0,529296875;-1,019287109;-0,166091919;172,4140416;25,03454784;4,564216517;0,248863389;-0,552963254;-0,337316427;0,720080747;889,1601563;455,5664063;88,01269531;-7,323940573;8,427379874;2,879906901;1,756835938;-6,37890625;2,677734375;-0,727539063;-0,985168457;-0,254638672;-89,12993507;15,34302612;40,66928749;0,003941428;-0,27924941;0,171893314;0,944699381;44,49462891;1012,695313;77,02636719;0,445337646;5,504617854;16,57962308;3,40234375;-2,10546875;7,55859375;0,463775635;-1,020385742;0,016018867;-101,1211059;57,56585611;99,50382642;-43,26064174;20,40541754;-60,5665485;20,66082906;-20,66082906;22,6792279;-22,6792279;13,63618886;4,605673257;0,706952263;0,014781659;0,014781659;0,706952263;253,088171;-34,60355652;1132,267839;301,1951875;-28,51818931;1142,320187;276,3210068;-27,90207607;1135,709795;313,9391561;-146,1894999;934,6535824;309,8137598;-114,4336721;913,9455091;240,7612952;-240,9408662;790,2293257;3,560166172;-34,43836778;994,1504118
0,25;;;0,678031164;0,015571864;0,119957069;0,72501142;986,8164063;-42,90771484;151,4892578;-5,949981928;10,69071094;-0,776805071;-0,680664063;1,951171875;-0,977050781;-1,038085938;-0,348052979;0,284179688;169,2895742;4,592159149;8,079144745;0,536816036;0,014029691;0,089270101;0,838845969;795,8984375;578,125;130,3710938;-5,594505755;15,59202544;-7,8281143;0,221435547;0,958496094;-1,34375;-0,529724121;-1,019042969;-0,165802002;172,4283537;25,04079308;4,577476556;0,248863331;-0,552774221;-0,337475374;0,720151425;893,0664063;455,5664063;83,67919922;-11,22686061;10,42133572;5,920433345;1,65234375;-6,27734375;2,349609375;-0,727539063;-0,984680176;-0,254089356;-89,12905294;15,36786816;40,65375043;0,004229442;-0,279052261;0,171833876;0,944767202;44,00634766;1010,742188;78,49121094;2,538609368;4,926379038;14,724832;3,193359375;-1,825195313;7,40234375;0,462432861;-1,020141602;0,016442299;-101,1765868;57,58887775;99,43991835;-43,2516724;20,41423598;-60,55355795;20,66967501;-20,66967501;22,70741307;-22,70741307;13,60782823;4,628192726;0,706952263;0,014781659;0,014781659;0,706952263;253,1353821;-34,58825461;1132,273803;301,2410903;-28,50928554;1142,336278;276,368471;-27,88999163;1135,720311;314,024288;-146,2055777;934,6760929;309,8927683;-114,4438405;913,9783059;240,7761299;-240,9118476;790,257893;3,562252101;-34,43817012;994,1509925
0,255;;;0,678049007;0,015460915;0,119957856;0,724996977;985,8398438;-45,44067383;151,6113281;-7,844383519;12,53089801;-1,64510848;-0,48828125;1,84375;-0,966308594;-1,038085938;-0,347869873;0,282226563;169,2987348;4,589773314;8,088794107;0,536774108;0,01390285;0,089259004;0,838876092;796,875;579,5898438;126,8310547;-9,347563888;15,3328683;-6,673369311;1,131835938;0,667480469;-1,376953125;-0,529602051;-1,018066406;-0,164886475;172,4427328;25,04693472;4,589923802;0,248865043;-0,552590981;-0,337621578;0,720222929;889,1601563;455,5664063;81,78710938;-12,43033556;8,523882417;2,301599027;1,908203125;-5,9375;2,263671875;-0,728515625;-0,985290527;-0,252990723;-89,12896163;15,39183918;40,63914061;0,004510967;-0,278873928;0,171783957;0,944827633;43,45703125;1012,695313;80,99365234;5,400451396;4,353589433;16,83438309;3,19921875;-1,4453125;7,08203125;0,458587647;-1,01940918;0,018397331;-101,2313928;57,60962933;99,3779614;-43,24431134;20,42401681;-60,54075107;20,6788363;-20,6788363;22,73368562;-22,73368562;13,58067063;4,651019787;0,706952263;0,014781659;0,014781659;0,706952263;253,1807147;-34,57097118;1132,279581;301,2853058;-28,49867092;1142,351418;276,4141478;-27,87605638;1135,730271;314,1039315;-146,2197676;934,6978234;309,9660315;-114,4525256;914,0097612;240,7893464;-240,8845449;790,2861263;3,564229673;-34,43791251;994,1515493
