time;;;Noraxon MyoMotion-Segments-Upper arm LT-Orientation-x;Noraxon MyoMotion-Segments-Upper arm LT-Orientation-y;Noraxon MyoMotion-Segments-Upper arm LT-Orientation-z;Noraxon MyoMotion-Segments-Upper arm LT-Orientation-w;LT Upper arm Accel Sensor X (mG);LT Upper arm Accel Sensor Y (mG);LT Upper arm Accel Sensor Z (mG);Noraxon MyoMotion-Segments-Upper arm LT-Acceleration-x (mG);Noraxon MyoMotion-Segments-Upper arm LT-Acceleration-y (mG);Noraxon MyoMotion-Segments-Upper arm LT-Acceleration-z (mG);Noraxon MyoMotion-Segments-Upper arm LT-Gyroscope-x (deg/s);Noraxon MyoMotion-Segments-Upper arm LT-Gyroscope-y (deg/s);Noraxon MyoMotion-Segments-Upper arm LT-Gyroscope-z (deg/s);Noraxon MyoMotion-Segments-Upper arm LT-Magnetometer-x (mGauss);Noraxon MyoMotion-Segments-Upper arm LT-Magnetometer-y (mGauss);Noraxon MyoMotion-Segments-Upper arm LT-Magnetometer-z (mGauss);LT Upper Arm Course (deg);LT Upper Arm Pitch (deg);LT Upper Arm Roll (deg);Noraxon MyoMotion-Segments-Forearm LT-Orientation-x;Noraxon MyoMotion-Segments-Forearm LT-Orientation-y;Noraxon MyoMotion-Segments-Forearm LT-Orientation-z;Noraxon MyoMotion-Segments-Forearm LT-Orientation-w;LT Forearm Accel Sensor X (mG);LT Forearm Accel Sensor Y (mG);LT Forearm Accel Sensor Z (mG);Noraxon MyoMotion-Segments-Forearm LT-Acceleration-x (mG);Noraxon MyoMotion-Segments-Forearm LT-Acceleration-y (mG);Noraxon MyoMotion-Segments-Forearm LT-Acceleration-z (mG);Noraxon MyoMotion-Segments-Forearm LT-Gyroscope-x (deg/s);Noraxon MyoMotion-Segments-Forearm LT-Gyroscope-y (deg/s);Noraxon MyoMotion-Segments-Forearm LT-Gyroscope-z (deg/s);Noraxon MyoMotion-Segments-Forearm LT-Magnetometer-x (mGauss);Noraxon MyoMotion-Segments-Forearm LT-Magnetometer-y (mGauss);Noraxon MyoMotion-Segments-Forearm LT-Magnetometer-z (mGauss);LT Forearm Course (deg);LT Forearm Pitch (deg);LT Forearm Roll (deg);Noraxon MyoMotion-Segments-Hand LT-Orientation-x;Noraxon MyoMotion-Segments-Hand LT-Orientation-y;Noraxon MyoMotion-Segments-Hand LT-Orientation-z;Noraxon MyoMotion-Segments-Hand LT-Orientation-w;LT Hand Accel Sensor X (mG);LT Hand Accel Sensor Y (mG);LT Hand Accel Sensor Z (mG);Noraxon MyoMotion-Segments-Hand LT-Acceleration-x (mG);Noraxon MyoMotion-Segments-Hand LT-Acceleration-y (mG);Noraxon MyoMotion-Segments-Hand LT-Acceleration-z (mG);Noraxon MyoMotion-Segments-Hand LT-Gyroscope-x (deg/s);Noraxon MyoMotion-Segments-Hand LT-Gyroscope-y (deg/s);Noraxon MyoMotion-Segments-Hand LT-Gyroscope-z (deg/s);Noraxon MyoMotion-Segments-Hand LT-Magnetometer-x (mGauss);Noraxon MyoMotion-Segments-Hand LT-Magnetometer-y (mGauss);Noraxon MyoMotion-Segments-Hand LT-Magnetometer-z (mGauss);LT Hand Course (deg);LT Hand Pitch (deg);LT Hand Roll (deg);Noraxon MyoMotion-Segments-Object 1-Orientation-x;Noraxon MyoMotion-Segments-Object 1-Orientation-y;Noraxon MyoMotion-Segments-Object 1-Orientation-z;Noraxon MyoMotion-Segments-Object 1-Orientation-w;LT Object 1 Accel Sensor X (mG);LT Object 1 Accel Sensor Y (mG);LT Object 1 Accel Sensor Z (mG);Noraxon MyoMotion-Segments-Object 1-Acceleration-x (mG);Noraxon MyoMotion-Segments-Object 1-Acceleration-y (mG);Noraxon MyoMotion-Segments-Object 1-Acceleration-z (mG);Noraxon MyoMotion-Segments-Object 1-Gyroscope-x (deg/s);Noraxon MyoMotion-Segments-Object 1-Gyroscope-y (deg/s);Noraxon MyoMotion-Segments-Object 1-Gyroscope-z (deg/s);Noraxon MyoMotion-Segments-Object 1-Magnetometer-x (mGauss);Noraxon MyoMotion-Segments-Object 1-Magnetometer-y (mGauss);Noraxon MyoMotion-Segments-Object 1-Magnetometer-z (mGauss);LT Object 1 Course (deg);LT Object 1 Pitch (deg);LT Object 1 Roll (deg);LT RacketHand_x (deg);LT RacketHand_y (deg);LT RacketHAnd_z (deg);LT Elbow Flexion (deg);Noraxon MyoMotion-Joints-Elbow LT-Extension (deg);LT Wrist Flexion (deg);Noraxon MyoMotion-Joints-Wrist LT-Extension (deg);LT Wrist Radial (deg);LT Wrist Supination (deg);Noraxon MyoMotion-Body Orientation-x;Noraxon MyoMotion-Body Orientation-y;Noraxon MyoMotion-Body Orientation-z;Noraxon MyoMotion-Body Orientation-w;Noraxon MyoMotion-Trajectories-Medial humeral epicondyle LT-x (mm);Noraxon MyoMotion-Trajectories-Medial humeral epicondyle LT-y (mm);Noraxon MyoMotion-Trajectories-Medial humeral epicondyle LT-z (mm);Noraxon MyoMotion-Trajectories-Lateral humeral epicondyle LT-x (mm);Noraxon MyoMotion-Trajectories-Lateral humeral epicondyle LT-y (mm);Noraxon MyoMotion-Trajectories-Lateral humeral epicondyle LT-z (mm);Noraxon MyoMotion-Trajectories-Elbow LT-x (mm);Noraxon MyoMotion-Trajectories-Elbow LT-y (mm);Noraxon MyoMotion-Trajectories-Elbow LT-z (mm);Noraxon MyoMotion-Trajectories-Radial styloid process LT-x (mm);Noraxon MyoMotion-Trajectories-Radial styloid process LT-y (mm);Noraxon MyoMotion-Trajectories-Radial styloid process LT-z (mm);Noraxon MyoMotion-Trajectories-Ulnar styloid process LT-x (mm);Noraxon MyoMotion-Trajectories-Ulnar styloid process LT-y (mm);Noraxon MyoMotion-Trajectories-Ulnar styloid process LT-z (mm);Noraxon MyoMotion-Trajectories-Hand tip LT-x (mm);Noraxon MyoMotion-Trajectories-Hand tip LT-y (mm);Noraxon MyoMotion-Trajectories-Hand tip LT-z (mm);Noraxon MyoMotion-Trajectories-Body center of mass-x (mm);Noraxon MyoMotion-Trajectories-Body center of mass-y (mm);Noraxon MyoMotion-Trajectories-Body center of mass-z (mm)
1,845;;;-0,037275278;-0,624327566;-0,116462726;0,771532292;445,8007813;925,78125;222,65625;-270,1704466;263,1056592;-18,58856387;-272,25;-97,1875;-112,5;0,243652344;-0,938903809;-0,398529053;-77,99924372;12,57111914;84,83278407;-0,296531749;-0,547992331;-0,322863675;0,712413064;1000,976563;-180,7861328;508,3007813;1029,938785;210,9515159;-566,7183999;-218,75;-137,375;-418;0,201477051;0,22580719;-0,906799316;-37,20121525;12,91743087;94,03897434;0,497903168;0,801814399;0,324567598;0,061983694;1629,882813;-1293,945313;-926,2695313;2275,584977;-99,67497168;-976,2174594;-444;-28,703125;-164,75;-0,35043335;0,270606995;-1,061279297;42,65083704;-51,40985706;21,02729358;-0,633778376;-0,27716146;-0,663792547;0,284404552;2691,40625;-277,0996094;864,7460938;1661,445079;-1983,547975;171,9109541;-47,375;-390,25;-220,375;-0,357223511;0,118255615;-0,993469238;43,18656423;2,465223313;89,57237355;-44,59083132;7,518297585;-68,50379885;39,75141183;-39,75141183;42,22335927;-42,22335927;6,385388382;0,551078885;0,707102058;0,002584399;0,002584399;0,707102058;127,0820548;-321,7813816;1411,396145;138,0520483;-320,5353746;1459,671119;135,0051577;-324,2039721;1434,371721;-66,05370169;-448,2400921;1460,925276;-44,22891675;-479,111153;1455,932065;-176,2351226;-513,1237157;1323,661455;-6,252843216;-45,64612912;1008,771784
1,85;;;-0,043463489;-0,630105301;-0,121174963;0,765764235;537,5976563;886,71875;288,0859375;-201,1033606;356,0027511;-4,4627739;-284;-97,4375;-126,1875;0,247924805;-0,927001953;-0,419921875;-77,06213625;11,66309198;84,95394783;-0,307954624;-0,548263492;-0,334725016;0,701804999;1121,09375;-86,66992188;399,9023438;1097,521767;320,9832856;-658,3855146;-208,75;-134,5;-404;0,178596497;0,25869751;-0,904479981;-35,17872363;12,07208685;93,82377676;0,506776272;0,797420256;0,317963832;0,078725772;1791,015625;-1208,984375;-983,3984375;2372,512463;-7,587884458;-912,9384639;-423,5;-21,875;-159,875;-0,357177734;0,314056397;-1,044311523;46,34315955;-51,75792074;18,53036433;-0,634919676;-0,277249203;-0,670066057;0,266498338;2601,5625;-97,35107422;851,5625;1622,633274;-1813,568427;257,2963783;-20,90625;-366,75;-202,75;-0,398590088;0,128623962;-0,979614258;44,72195818;2,293576379;88,09931927;-44,29964073;7,483422289;-68,42047457;40,94945202;-40,94945202;41,85322618;-41,85322618;6,177948015;-0,247461531;0,707102058;0,002584399;0,002584399;0,707102058;122,6738568;-320,5498436;1411,75655;133,1451469;-319,1848716;1460,138937;130,2462281;-323,0130637;1434,845797;-75,62713455;-439,325879;1459,984726;-54,68178069;-470,9490274;1456,042083;-185,7040324;-504,0747748;1322,573505;-6,503563279;-45,49705157;1008,77486
1,855;;;-0,049709214;-0,635542447;-0,126031162;0,760086139;626,4648438;823,7304688;365,9667969;-106,5119521;444,5368927;-2,020071781;-291;-93,1875;-136,25;0,252075195;-0,911865234;-0,443359375;-76,11303961;10,79114986;85,05765513;-0,318734038;-0,548228151;-0,346158833;0,691396102;1286,132813;-50,87280273;371,09375;1243,213724;381,0825506;-678,0808314;-201,25;-132,375;-390,25;0,154930115;0,286346436;-0,899963379;-33,23114359;11,28614521;93,57767447;0,515178757;0,792957105;0,311271231;0,094446274;1881,835938;-1265,625;-974,609375;2460,496959;-84,04781764;-821,4860006;-407,5;-8,3046875;-151,625;-0,365966797;0,348907471;-1,025512695;49,89041118;-52,03439943;16,13259739;-0,635770102;-0,277261256;-0,675712989;0,24966884;2556,640625;193,8476563;749,5117188;1725,216947;-1576,484676;293,861882;-20,90625;-344,25;-185,875;-0,434539795;0,12537384;-0,965209961;46,15909817;2,168885076;86,71658008;-43,96057645;7,437659357;-68,31844019;42,0532153;-42,0532153;41,47463659;-41,47463659;5,954801452;-1,02043607;0,707102058;0,002584399;0,002584399;0,707102058;118,1741693;-319,2128351;1412,043516;128,1690269;-317,7336913;1460,523217;125,4063026;-321,7110132;1435,237845;-84,83190209;-430,438014;1458,849289;-64,7657286;-462,7327505;1455,904043;-194,9076958;-495,0823035;1321,387941;-6,751534016;-45,34547099;1008,773309
1,86;;;-0,055959641;-0,640618984;-0,130992322;0,754530879;709,4726563;715,8203125;439,2089844;13,22254177;529,4523725;-36,58936514;-287,75;-87,5;-142,125;0,256225586;-0,896728516;-0,466796875;-75,15892374;9,959480038;85,14343379;-0,328844185;-0,54791831;-0,357143842;0,681245406;1463,867188;-94,97070313;393,5546875;1433,648768;358,1534535;-649,0168358;-194,5;-131,375;-377;0,131263733;0,313995361;-0,895446777;-31,36324055;10,56168827;93,30508461;0,523151532;0,788432791;0,304577478;0,109173111;1865,234375;-1439,453125;-918,4570313;2494,053141;-318,0233408;-729,3563722;-390,5;1,993164063;-145,75;-0,374755859;0,383758545;-1,006713867;53,28537508;-52,24419883;13,84583431;-0,637034826;-0,276586121;-0,680752561;0,232943553;2603,515625;443,6035156;677,734375;1868,183532;-1444,609828;362,8625422;-41,28125;-320,5;-168,5;-0,470489502;0,122123718;-0,950805664;47,64040902;2,027174918;85,42079921;-43,72325087;7,371574746;-68,31735009;43,06400939;-43,06400939;41,09478471;-41,09478471;5,725449988;-1,766914836;0,707102058;0,002584399;0,002584399;0,707102058;113,6240152;-317,7776357;1412,253638;123,1654099;-316,1925663;1460,821279;120,5277064;-320,3069045;1435,544482;-93,63591237;-421,6329213;1457,536661;-74,44342523;-454,5253568;1455,533684;-203,8059506;-486,1731762;1320,101932;-6,995219427;-45,19230527;1008,767224
1,865;;;-0,062153225;-0,645320121;-0,136018255;0,749131466;711,4257813;620,1171875;465,3320313;82,69406916;540,2767248;-100,8511695;-279,25;-91,3125;-146;0,260375977;-0,881591797;-0,490234375;-74,20762884;9,171946257;85,21043771;-0,338265943;-0,547365267;-0,367660274;0,671411453;1607,421875;-188,7207031;337,4023438;1602,175484;270,1448768;-694,5226769;-190,125;-128;-365,25;0,107597351;0,341644287;-0,890930176;-29,57956496;9,900333389;93,010818;0,53068715;0,78387863;0,298000824;0,122885928;1823,242188;-1666,992188;-808,59375;2492,834275;-613,2565437;-591,8424715;-368,5;8,09375;-140,25;-0,383544922;0,418609619;-0,987915039;56,50773768;-52,39056091;11,68839496;-0,638371752;-0,276702866;-0,684492996;0,217684105;2669,921875;541,015625;629,3945313;1941,514556;-1434,029904;411,1688991;-75,3125;-297;-153;-0,506439209;0,118873596;-0,936401367;48,92380258;1,824265547;84,20746162;-43,47581561;7,434876544;-68,20030167;43,98462463;-43,98462463;40,72069067;-40,72069067;5,490984885;-2,481579493;0,707102058;0,002584399;0,002584399;0,707102058;109,0689487;-316,2546564;1412,381388;118,1803368;-314,5752088;1461,028367;115,6571565;-318,8129686;1435,76027;-102,0100474;-412,9682868;1456,065887;-83,67683584;-446,3885386;1454,94521;-212,3532739;-477,3826132;1318,711041;-7,232993408;-45,03859536;1008,756645
1,87;;;-0,068222868;-0,64963692;-0,141067156;0,743920406;689,453125;526,3671875;480,2246094;142,9101476;525,8626292;-171,707245;-265,75;-105,3125;-147,875;0,264556885;-0,86505127;-0,511962891;-73,26762698;8,431971348;85,25773059;-0,346986629;-0,546599796;-0,377689874;0,661951133;1686,523438;-342,2851563;299,5605469;1720,951008;97,94113207;-717,1712232;-182,25;-120,5;-348,5;0,084009171;0,365875244;-0,886169434;-27,88442906;9,303138938;92,69994858;0,537822915;0,779325861;0,291553612;0,135625241;1830,078125;-1818,359375;-736,328125;2501,977474;-808,93791;-467,5302406;-347,25;14,171875;-135,625;-0,391693115;0,448364258;-0,970214844;59,55702218;-52,48600027;9,663101477;-0,640246806;-0,276851483;-0,687181546;0,203024155;2763,671875;469,2382813;685,0585938;1893,85654;-1567,715638;510,9424742;-114,0625;-273;-140;-0,536621094;0,116981506;-0,921630859;50,15618698;1,539984759;83,07518046;-43,32092686;7,576078673;-68,0879765;44,81907855;-44,81907855;40,35192457;-40,35192457;5,261281312;-3,168307966;0,707102058;0,002584399;0,002584399;0,707102058;104,5564886;-314,6587082;1412,420831;113,2618388;-312,899108;1461,139278;110,8433023;-317,2456085;1435,879421;-109,9241159;-404,5010112;1454,453129;-92,43186924;-438,3862452;1454,156449;-220,5162161;-468,7626223;1317,226968;-7,463216078;-44,88552126;1008,741651
1,875;;;-0,074099454;-0,653566582;-0,146095653;0,738928991;755,3710938;417,2363281;492,9199219;228,9167891;593,5961391;-236,5326337;-251;-111,1875;-145,5;0,268768311;-0,847106934;-0,531982422;-72,34772907;7,742428495;85,28453971;-0,355;-0,545652325;-0,387216184;0,652918193;1690,429688;-541,5039063;345,703125;1768,727856;-141,6282691;-650,9543507;-172,375;-112,125;-331,25;0,060499191;0,386688232;-0,881164551;-26,28181738;8,770504323;92,37766615;0,544567443;0,774852315;0,285151397;0,147441076;1800,78125;-1963,867188;-622,0703125;2450,972037;-1011,075048;-323,9658029;-329;24,421875;-127,75;-0,39920044;0,473022461;-0,953613281;62,44139626;-52,55144516;7,757823133;-0,642670322;-0,276954846;-0,688905674;0,188891087;2865,234375;326,171875;722,1679688;1813,03395;-1751,771745;575,3368968;-150;-250,75;-130,875;-0,561035156;0,116447449;-0,906494141;51,35357047;1,177037789;82,01976803;-43,25148105;7,778542573;-67,99367568;45,57235765;-45,57235765;39,9783488;-39,9783488;5,043001468;-3,839368777;0,707102058;0,002584399;0,002584399;0,707102058;100,135914;-313,0078833;1412,366839;108,4597086;-311,1844557;1461,149581;106,1364756;-315,6242993;1435,897015;-117,3510734;-396,2871513;1452,712634;-100,6761778;-430,579964;1453,188712;-228,2723076;-460,3986868;1315,682063;-7,684282954;-44,73442319;1008,722406
1,88;;;-0,079715668;-0,657111829;-0,151060367;0,734186776;862,3046875;263,1835938;531,25;375,2616109;691,0215079;-309,5439626;-236,5;-104;-136,375;0,272979736;-0,829162598;-0,552001953;-71,4566565;7,105625798;85,29041042;-0,362306049;-0,544552501;-0,396225057;0,644362169;1628,90625;-686,5234375;455,3222656;1727,407258;-339,5583142;-517,5762396;-162;-106,75;-312,5;0,036989212;0,407501221;-0,876159668;-24,77526922;8,302177121;92,04914191;0,550920201;0,770508297;0,278757792;0,158423448;1691,40625;-2080,078125;-505,3710938;2318,127047;-1209,413788;-221,164117;-314,75;35,25;-117,375;-0,406707764;0,497680664;-0,937011719;65,17550851;-52,59788589;5,954693574;-0,645790243;-0,276364434;-0,6899749;0,1746777;2955,078125;128,5400391;806,640625;1660,728663;-1965,707022;666,6297054;-177,75;-230;-125,5;-0,585449219;0,115913391;-0,891357422;52,62480316;0,753766228;81,03841497;-43,31882189;7,989389362;-68,01604512;46,2500342;-46,2500342;39,59830644;-39,59830644;4,842168403;-4,507182106;0,707102058;0,002584399;0,002584399;0,707102058;95,85435301;-311,3237123;1412,216137;103,8216737;-309,4542075;1461,056624;101,5848228;-313,9716736;1435,810026;-124,2680153;-388,3814019;1450,860934;-108,3830257;-423,0294809;1452,066554;-235,5887505;-452,3660117;1314,095257;-7,894656065;-44,58666624;1008,699108
1,885;;;-0,085009646;-0,660279808;-0,1559203;0,729721039;930,6640625;80,38330078;563,4765625;534,2908172;747,1153543;-411,3958217;-216,875;-95,5625;-124;0,277191162;-0,811218262;-0,572021484;-70,60256197;6,523335602;85,27526945;-0,36891077;-0,543328372;-0,404705307;0,63632754;1529,296875;-790,0390625;512,6953125;1631,437113;-497,2996847;-437,0851712;-146,125;-100,5625;-294;0,013479233;0,428314209;-0,871154785;-23,36773517;7,897321903;91,71941703;0,556894682;0,766326836;0,272358402;0,168619083;1548,828125;-2208,984375;-375;2150,06616;-1421,583223;-119,4194084;-302,25;47,03125;-106;-0,414215088;0,522338867;-0,920410156;67,7681014;-52,6341989;4,244194684;-0,648992594;-0,276097366;-0,690267385;0,161585258;2984,375;-44,03686523;866,2109375;1498,705415;-2106,01304;725,4987483;-195,375;-211,5;-123,875;-0,609863281;0,115379334;-0,876220703;53,77873362;0,295516676;80,1290842;-43,36117453;8,259048172;-67,98897168;46,85785344;-46,85785344;39,21069264;-39,21069264;4,663967561;-5,177681618;0,707102058;0,002584399;0,002584399;0,707102058;91,75489716;-309,6292813;1411,967565;99,39115993;-307,7326688;1460,859863;97,23224998;-312,3118462;1435,617597;-130,6579079;-380,8353605;1448,917735;-115,5324566;-415,7910699;1450,813756;-242,4459811;-444,723226;1312,488434;-8,093004744;-44,44357458;1008,672033
1,89;;;-0,089927748;-0,663081306;-0,160638875;0,72555588;956,5429688;-112,1826172;550,78125;664,1179795;768,6111371;-553,7897299;-182,625;-90,6875;-108,9375;0,280639648;-0,794433594;-0,588989258;-69,79264403;5,996768104;85,23942115;-0,37482587;-0,542005905;-0,412649369;0,628852658;1412,109375;-894,53125;565,9179688;1511,496353;-650,929119;-362,6835571;-129,875;-93,0625;-274,75;-0,008356094;0,445983887;-0,866516113;-22,06143617;7,554565543;91,39326981;0,562513598;0,762307469;0,266001083;0,178070769;1431,640625;-2345,703125;-244,9951172;1998,152207;-1619,60252;-1,893757686;-290,25;57,15625;-95,9375;-0,419342041;0,543579102;-0,90411377;70,22373928;-52,66172143;2,624166078;-0,652357043;-0,275545449;-0,690136072;0,149054338;2970,703125;-192,8710938;940,9179688;1317,708806;-2191,605571;791,12017;-202,5;-194,5;-124,0625;-0,631103516;0,117645264;-0,862121582;54,91412268;-0,171315396;79,28900089;-43,42892246;8,53041004;-67,99886366;47,40142398;-47,40142398;38,82099181;-38,82099181;4,51375619;-5,851000413;0,707102058;0,002584399;0,002584399;0,707102058;87,87396068;-307,9482065;1411,622114;95,20479451;-306,0442967;1460,560856;93,11584191;-310,6692947;1435,321058;-136,5110228;-373,6956234;1446,905777;-122,1134345;-408,9162431;1449,453953;-248,8238895;-437,5048887;1310,871281;-8,278239839;-44,30636015;1008,641488
1,895;;;-0,094426296;-0,665530294;-0,165185269;0,721711113;939,453125;-286,6210938;510,7421875;757,0199939;752,63282;-706,6640583;-140,25;-88,125;-92,0625;0,283325195;-0,778808594;-0,602905273;-69,03289449;5,526504666;85,18349613;-0,380068527;-0,540608691;-0,420054019;0,621968472;1310,546875;-986,328125;630,859375;1399,226513;-780,7074334;-278,1822245;-118,375;-85,875;-251,75;-0,028516769;0,460510254;-0,862243652;-20,85771346;7,272026283;91,07507475;0,567777871;0,758447217;0,259791003;0,186801347;1323,242188;-2554,6875;-99,18212891;1860,897128;-1869,945691;152,2153438;-276,25;63,25;-87,25;-0,422088623;0,561401367;-0,888122559;72,5365574;-52,67677565;1,100909681;-0,655739657;-0,274673703;-0,689755097;0,137104942;2962,890625;-279,296875;970,2148438;1200,123491;-2236,905816;831,3930273;-200,875;-179,625;-126;-0,649169922;0,122711182;-0,849060059;56,03001389;-0,623406548;78,51469122;-43,51494619;8,787906749;-68,04567671;47,88606316;-47,88606316;38,43904608;-38,43904608;4,392360263;-6,52181349;0,707102058;0,002584399;0,002584399;0,707102058;84,24076681;-306,3030154;1411,182567;91,29184916;-304,4121279;1460,162902;89,26530744;-309,0672582;1434,923555;-141,8270247;-367,0017994;1444,849667;-128,1227712;-402,4487269;1448,009503;-254,7006218;-430,7328508;1309,243285;-8,449547258;-44,17609806;1008,607804
1,9;;;-0,098472262;-0,667643559;-0,169535012;0,718201345;865,7226563;-411,3769531;588,8671875;886,3363449;647,7246521;-754,3743939;-103,125;-86,4375;-75,8125;0,286010742;-0,763183594;-0,616821289;-68,3279859;5,112441712;85,10837257;-0,384661175;-0,539157629;-0,426921105;0,61569733;1233,398438;-1038,085938;670,4101563;1304,210585;-861,2493861;-221,7788612;-107,6875;-77,6875;-228;-0,048677444;0,475036621;-0,857971191;-19,75687585;7,047356299;90,76867619;0,572715328;0,754714609;0,253872689;0,194811882;1224,609375;-2638,671875;19,68383789;1703,518508;-1992,650785;260,9569304;-258,5;64,5;-82,9375;-0,424835205;0,579223633;-0,872131348;74,69426166;-52,67358108;-0,30815793;-0,659176916;-0,273111796;-0,689329227;0,125383247;2935,546875;-371,8261719;992,6757813;1063,459112;-2273,002826;855,6961596;-192,5;-166;-127,9375;-0,667236328;0,1277771;-0,835998535;57,18575252;-1,043328878;77,80359741;-43,66564443;9,004699285;-68,17778451;48,31679595;-48,31679595;38,07698907;-38,07698907;4,302495512;-7,177984028;0,707102058;0,002584399;0,002584399;0,707102058;80,87650905;-304,714357;1410,653072;87,67323822;-302,8570757;1459,670634;85,7020679;-307,5269741;1434,42963;-146,6127563;-360,7849983;1442,774956;-133,5665968;-396,4248594;1446,499713;-260,0622608;-424,4023919;1307,596467;-8,606416685;-44,05365422;1008,571315
1,905;;;-0,102042971;-0,66944036;-0,173669869;0,715035393;755,859375;-428,9550781;729,0039063;973,7751996;491,848025;-689,1625342;-70,75;-86,875;-61,53125;0,288696289;-0,747558594;-0,630737305;-67,68129073;4,753763871;85,01508397;-0,388631064;-0,53767067;-0,433258097;0,610052103;1179,6875;-1074,21875;714,84375;1230,011722;-917,6895267;-162,4277923;-97,625;-68,3125;-203,875;-0,06883812;0,489562988;-0,853698731;-18,75809447;6,877807001;90,47727926;0,577324379;0,75111367;0,248323214;0,20213955;1137,695313;-2634,765625;87,28027344;1558,060768;-2025,724587;308,7570085;-240,125;62,625;-79,4375;-0,427581787;0,597045898;-0,856140137;76,69297004;-52,65056798;-1,599444627;-0,662269259;-0,271617907;-0,688816597;0,114694536;2871,09375;-426,7578125;999,5117188;943,6766613;-2254,099314;858,1807958;-179,375;-153,625;-130,125;-0,685302734;0,132843018;-0,822937012;58,24632702;-1,418428402;77,1534524;-43,7793038;9,213021043;-68,27771921;48,6984493;-48,6984493;37,74187177;-37,74187177;4,243912518;-7,815839372;0,707102058;0,002584399;0,002584399;0,707102058;77,79552147;-303,2000969;1410,038578;84,36310438;-301,3967464;1459,08938;82,44058045;-306,0666472;1433,844625;-150,8827553;-355,0663381;1440,702148;-138,4576375;-390,8698955;1444,944497;-264,9017826;-418,5286262;1305,930541;-8,748619302;-43,93976433;1008,532369
1,91;;;-0,105124996;-0,670942;-0,177577294;0,71221617;660,15625;-341,796875;809,0820313;948,1817853;370,8958696;-586,922928;-43,34375;-85,75;-50,71875;0,289306641;-0,736511231;-0,640197754;-67,09500131;4,44896817;84,90471708;-0,392009637;-0,536162488;-0,439078382;0,605035871;1152,34375;-1117,1875;781,7382813;1181,768085;-972,7171074;-81,10697553;-84,9375;-58,75;-178,375;-0,085517883;0,500640869;-0,848876953;-17,85935214;6,760331354;90,20338611;0,581603162;0,747662867;0,243192028;0,208795683;1102,539063;-2613,28125;128,1738281;1466,06756;-2021,613821;350,9194179;-220,375;59,59375;-75,9375;-0,430053711;0,612670898;-0,842041016;78,5273351;-52,61031943;-2,769002843;-0,66511356;-0,269855142;-0,688365323;0,104667745;2773,4375;-442,3828125;1000,976563;837,5067431;-2184,864979;847,8527199;-163,375;-142;-131,25;-0,700927734;0,137268066;-0,811218262;59,27048294;-1,741813067;76,56198069;-43,90109578;9,387203851;-68,40008884;49,03580232;-49,03580232;37,43610126;-37,43610126;4,214058023;-8,431070072;0,707102058;0,002584399;0,002584399;0,707102058;75,00631681;-301,7749254;1409,344255;81,36946997;-300,0454224;1458,424653;79,48920757;-304,7012209;1433,174111;-154,6573147;-349,8570942;1438,648429;-142,8137118;-385,7987883;1443,360063;-269,2269383;-413,1226841;1304,251803;-8,876186944;-43,83496897;1008,491304
1,915;;;-0,107712583;-0,672171207;-0,181249762;0,709741074;590,3320313;-239,8681641;798,828125;855,7843628;303,7902554;-531,4921328;-18,0625;-84;-40,59375;0,287841797;-0,730041504;-0,645202637;-66,57029781;4,195952069;84,77830925;-0,394831742;-0,534644041;-0,444401221;0,600642323;1142,578125;-1168,945313;816,40625;1154,322442;-1033,934938;-32,03547358;-71,5;-51,375;-154,875;-0,098716736;0,508270264;-0,843505859;-17,05745852;6,691724662;89,94879428;0,585560967;0,744360192;0,238570173;0,214780194;1083,007813;-2621,09375;156,1279297;1403,416211;-2038,430266;393,7859546;-197,375;53,59375;-74,6875;-0,432250977;0,626098633;-0,829833984;80,18694287;-52,55218604;-3,805269968;-0,667673388;-0,267873169;-0,688019713;0,095315725;2660,15625;-387,9394531;970,703125;790,1902192;-2064,465676;811,8426372;-146;-131,25;-131,125;-0,714111328;0,141052246;-0,800842285;60,25180711;-2,010782704;76,0264948;-44,03553199;9,526013184;-68,53722793;49,33372635;-49,33372635;37,16541014;-37,16541014;4,210260469;-9,014414866;0,707102058;0,002584399;0,002584399;0,707102058;72,51189908;-300,4506178;1408,574986;78,694567;-298,8143522;1457,681642;76,85055573;-303,4426403;1432,42337;-157,9604238;-345,1591965;1436,629191;-146,6573628;-381,217655;1441,757951;-273,0456525;-408,1728912;1302,55514;-8,989332956;-43,73957265;1008,448382
