time;;;Noraxon MyoMotion-Segments-Upper arm LT-Orientation-x;Noraxon MyoMotion-Segments-Upper arm LT-Orientation-y;Noraxon MyoMotion-Segments-Upper arm LT-Orientation-z;Noraxon MyoMotion-Segments-Upper arm LT-Orientation-w;LT Upper arm Accel Sensor X (mG);LT Upper arm Accel Sensor Y (mG);LT Upper arm Accel Sensor Z (mG);Noraxon MyoMotion-Segments-Upper arm LT-Acceleration-x (mG);Noraxon MyoMotion-Segments-Upper arm LT-Acceleration-y (mG);Noraxon MyoMotion-Segments-Upper arm LT-Acceleration-z (mG);Noraxon MyoMotion-Segments-Upper arm LT-Gyroscope-x (deg/s);Noraxon MyoMotion-Segments-Upper arm LT-Gyroscope-y (deg/s);Noraxon MyoMotion-Segments-Upper arm LT-Gyroscope-z (deg/s);Noraxon MyoMotion-Segments-Upper arm LT-Magnetometer-x (mGauss);Noraxon MyoMotion-Segments-Upper arm LT-Magnetometer-y (mGauss);Noraxon MyoMotion-Segments-Upper arm LT-Magnetometer-z (mGauss);LT Upper Arm Course (deg);LT Upper Arm Pitch (deg);LT Upper Arm Roll (deg);Noraxon MyoMotion-Segments-Forearm LT-Orientation-x;Noraxon MyoMotion-Segments-Forearm LT-Orientation-y;Noraxon MyoMotion-Segments-Forearm LT-Orientation-z;Noraxon MyoMotion-Segments-Forearm LT-Orientation-w;LT Forearm Accel Sensor X (mG);LT Forearm Accel Sensor Y (mG);LT Forearm Accel Sensor Z (mG);Noraxon MyoMotion-Segments-Forearm LT-Acceleration-x (mG);Noraxon MyoMotion-Segments-Forearm LT-Acceleration-y (mG);Noraxon MyoMotion-Segments-Forearm LT-Acceleration-z (mG);Noraxon MyoMotion-Segments-Forearm LT-Gyroscope-x (deg/s);Noraxon MyoMotion-Segments-Forearm LT-Gyroscope-y (deg/s);Noraxon MyoMotion-Segments-Forearm LT-Gyroscope-z (deg/s);Noraxon MyoMotion-Segments-Forearm LT-Magnetometer-x (mGauss);Noraxon MyoMotion-Segments-Forearm LT-Magnetometer-y (mGauss);Noraxon MyoMotion-Segments-Forearm LT-Magnetometer-z (mGauss);LT Forearm Course (deg);LT Forearm Pitch (deg);LT Forearm Roll (deg);Noraxon MyoMotion-Segments-Hand LT-Orientation-x;Noraxon MyoMotion-Segments-Hand LT-Orientation-y;Noraxon MyoMotion-Segments-Hand LT-Orientation-z;Noraxon MyoMotion-Segments-Hand LT-Orientation-w;LT Hand Accel Sensor X (mG);LT Hand Accel Sensor Y (mG);LT Hand Accel Sensor Z (mG);Noraxon MyoMotion-Segments-Hand LT-Acceleration-x (mG);Noraxon MyoMotion-Segments-Hand LT-Acceleration-y (mG);Noraxon MyoMotion-Segments-Hand LT-Acceleration-z (mG);Noraxon MyoMotion-Segments-Hand LT-Gyroscope-x (deg/s);Noraxon MyoMotion-Segments-Hand LT-Gyroscope-y (deg/s);Noraxon MyoMotion-Segments-Hand LT-Gyroscope-z (deg/s);Noraxon MyoMotion-Segments-Hand LT-Magnetometer-x (mGauss);Noraxon MyoMotion-Segments-Hand LT-Magnetometer-y (mGauss);Noraxon MyoMotion-Segments-Hand LT-Magnetometer-z (mGauss);LT Hand Course (deg);LT Hand Pitch (deg);LT Hand Roll (deg);Noraxon MyoMotion-Segments-Object 1-Orientation-x;Noraxon MyoMotion-Segments-Object 1-Orientation-y;Noraxon MyoMotion-Segments-Object 1-Orientation-z;Noraxon MyoMotion-Segments-Object 1-Orientation-w;LT Object 1 Accel Sensor X (mG);LT Object 1 Accel Sensor Y (mG);LT Object 1 Accel Sensor Z (mG);Noraxon MyoMotion-Segments-Object 1-Acceleration-x (mG);Noraxon MyoMotion-Segments-Object 1-Acceleration-y (mG);Noraxon MyoMotion-Segments-Object 1-Acceleration-z (mG);Noraxon MyoMotion-Segments-Object 1-Gyroscope-x (deg/s);Noraxon MyoMotion-Segments-Object 1-Gyroscope-y (deg/s);Noraxon MyoMotion-Segments-Object 1-Gyroscope-z (deg/s);Noraxon MyoMotion-Segments-Object 1-Magnetometer-x (mGauss);Noraxon MyoMotion-Segments-Object 1-Magnetometer-y (mGauss);Noraxon MyoMotion-Segments-Object 1-Magnetometer-z (mGauss);LT Object 1 Course (deg);LT Object 1 Pitch (deg);LT Object 1 Roll (deg);LT RacketHand_x (deg);LT RacketHand_y (deg);LT RacketHAnd_z (deg);LT Elbow Flexion (deg);Noraxon MyoMotion-Joints-Elbow LT-Extension (deg);LT Wrist Flexion (deg);Noraxon MyoMotion-Joints-Wrist LT-Extension (deg);LT Wrist Radial (deg);LT Wrist Supination (deg);Noraxon MyoMotion-Body Orientation-x;Noraxon MyoMotion-Body Orientation-y;Noraxon MyoMotion-Body Orientation-z;Noraxon MyoMotion-Body Orientation-w;Noraxon MyoMotion-Trajectories-Medial humeral epicondyle LT-x (mm);Noraxon MyoMotion-Trajectories-Medial humeral epicondyle LT-y (mm);Noraxon MyoMotion-Trajectories-Medial humeral epicondyle LT-z (mm);Noraxon MyoMotion-Trajectories-Lateral humeral epicondyle LT-x (mm);Noraxon MyoMotion-Trajectories-Lateral humeral epicondyle LT-y (mm);Noraxon MyoMotion-Trajectories-Lateral humeral epicondyle LT-z (mm);Noraxon MyoMotion-Trajectories-Elbow LT-x (mm);Noraxon MyoMotion-Trajectories-Elbow LT-y (mm);Noraxon MyoMotion-Trajectories-Elbow LT-z (mm);Noraxon MyoMotion-Trajectories-Radial styloid process LT-x (mm);Noraxon MyoMotion-Trajectories-Radial styloid process LT-y (mm);Noraxon MyoMotion-Trajectories-Radial styloid process LT-z (mm);Noraxon MyoMotion-Trajectories-Ulnar styloid process LT-x (mm);Noraxon MyoMotion-Trajectories-Ulnar styloid process LT-y (mm);Noraxon MyoMotion-Trajectories-Ulnar styloid process LT-z (mm);Noraxon MyoMotion-Trajectories-Hand tip LT-x (mm);Noraxon MyoMotion-Trajectories-Hand tip LT-y (mm);Noraxon MyoMotion-Trajectories-Hand tip LT-z (mm);Noraxon MyoMotion-Trajectories-Body center of mass-x (mm);Noraxon MyoMotion-Trajectories-Body center of mass-y (mm);Noraxon MyoMotion-Trajectories-Body center of mass-z (mm)
0,21;;;0,660971089;0,227602483;0,337872273;0,630203662;987,3046875;-31,34155273;207,3974609;24,29476455;1,92860004;9,045385802;5,7890625;-6,83203125;0,674316406;-1,073852539;-0,01924324;0,362823486;132,8019011;1,296637292;9,196256692;0,347923307;0,070826719;0,400920831;0,844508991;510,2539063;786,1328125;356,6894531;7,244441722;2,239670059;2,763040626;5,25;2,048828125;-4,75;-0,244384766;-1,129272461;-0,061222076;143,0980423;48,40585187;13,88901558;0,401975552;-0,753138289;0,077220701;0,515010035;392,8222656;706,5429688;575,1953125;2,162348603;-3,936630217;-7,860002936;4,92578125;0,829101563;-3,546875;-0,314941406;-1,134887695;-0,370117188;-126,617773;-27,23255772;70,43705489;0,008652636;-0,684677579;0,448107718;0,57475318;-535,6445313;569,3359375;607,9101563;8,925812969;-14,80253712;-9,891699653;1,203125;3,328125;-2,8828125;0,824707031;-0,726379395;-0,177703857;-128,6658865;3,570892335;127,2178089;-58,111085;20,47575285;-56,07043671;47,9394285;-47,9394285;-4,904014508;4,904014508;23,72152666;-22,23290441;0,539398496;0,457219054;0,457219054;0,539398496;91,62253507;224,0413873;1128,901584;122,8896441;259,3036286;1144,110419;105,3734149;243,6921415;1133,514905;256,2955683;125,9959065;1001,523556;259,4365802;149,4953277;971,6540556;363,6723798;4,236336753;907,52348;35,89015752;-6,177930773;995,1735435
0,215;;;0,660775988;0,227764621;0,337900515;0,630334525;986,8164063;-29,28161621;206,1767578;26,28250073;1,497191806;8,206266954;5,26953125;-7,046875;0,629394531;-1,073120117;-0,019399643;0,363861084;132,7870862;1,317732448;9,175522539;0,347647442;0,070948702;0,401001746;0,844573939;506,8359375;782,2265625;353,515625;6,661767485;1,582965483;-3,161259373;5,75;1,786132813;-4,68359375;-0,242919922;-1,128051758;-0,061901093;143,0670815;48,43599793;13,86359998;0,401830714;-0,753123445;0,077438905;0,515111998;394,2871094;706,5429688;575,6835938;1,207686419;-2,482259263;-6,98979295;5,3515625;0,419921875;-3,80859375;-0,314941406;-1,135131836;-0,368652344;-126,6317384;-27,21467346;70,46723502;0,00840373;-0,684622842;0,448150043;0,574789075;-535,6445313;570,8007813;605,9570313;7,137202506;-16,23195041;-10,2535155;1,45703125;3,2421875;-2,6015625;0,825683594;-0,726013184;-0,178863525;-128,6460058;3,579985401;127,2394675;-58,12008999;20,45191202;-56,07426498;47,94528844;-47,94528844;-4,893648636;4,893648636;23,72364302;-22,23630776;0,539398496;0,457219054;0,457219054;0,539398496;91,62655589;223,8868542;1128,894658;122,8844399;259,1652703;1144,084933;105,3726339;243,5434677;1133,497315;256,3293006;125,8008948;1001,589419;259,4711112;149,2835305;971,7068047;363,7091675;3,988803148;907,6609078;35,89058348;-6,184356349;995,1741278
0,22;;;0,660583129;0,227927921;0,337918121;0,630468188;987,3046875;-26,79443359;206,2988281;28,76889573;2,219769011;8,570829135;4,9296875;-7,2890625;0,982421875;-1,072387695;-0,019556046;0,364898682;132,7730902;1,338412743;9,153895728;0,34737083;0,071074879;0,401074428;0,84464263;509,2773438;781,25;352,7832031;4,419985822;3,774916609;-2,93572048;5,62890625;1,854492188;-4,41015625;-0,241455078;-1,126831055;-0,062580109;143,0359479;48,46611698;13,83690216;0,401679451;-0,753105861;0,077651236;0,515223705;394,2871094;713,3789063;573,7304688;0,09394902;-7,839754273;-3,26685181;5,51171875;-0,189575195;-3,931640625;-0,314941406;-1,135375977;-0,3671875;-126,6445986;-27,19560093;70,49690108;0,008161887;-0,684558413;0,44818818;0,574839559;-539,5507813;571,2890625;606,4453125;8,991820614;-18,10433183;-7,602128245;1,967773438;2,97265625;-2,3046875;0,826660156;-0,725646973;-0,180023193;-128,6257573;3,590573856;127,2595642;-58,12881674;20,4280684;-56,07674708;47,95138153;-47,95138153;-4,882792648;4,882792648;23,72542205;-22,23939818;0,539398496;0,457219054;0,457219054;0,539398496;91,62582918;223,7296268;1128,887037;122,8751664;259,0238725;1144,058114;105,3674409;243,3919295;1133,478717;256,355621;125,5998231;1001,653581;259,4979494;149,0654385;971,7576539;363,7347165;3,733068633;907,7951199;35,89079218;-6,190942034;995,1746569
0,225;;;0,660393785;0,228090461;0,337923933;0,630604635;987,3046875;-24,26147461;204,5898438;31,32073749;1,241103947;8,084143482;4,265625;-7,1484375;1,044921875;-1,071655273;-0,019712448;0,365936279;132,7601771;1,358586162;9,131478911;0,34709418;0,071203791;0,401136983;0,844715793;507,8125;785,15625;352,7832031;5,632668618;1,175649402;-0,616814545;5,9609375;1,833007813;-4,71875;-0,239990234;-1,125610352;-0,063259125;143,0050185;48,49615918;13,80905161;0,401521559;-0,75308577;0,07785829;0,515344882;393,3105469;722,1679688;571,2890625;-0,492825884;-15,24449275;1,178464045;5,54296875;-0,265625;-3,947265625;-0,314941406;-1,135620117;-0,365722656;-126,6564028;-27,17536561;70,52614157;0,007924306;-0,684483107;0,448220941;0,574907009;-538,0859375;570,3125;605,46875;8,631179243;-17,3356171;-9,540404589;2,4140625;2,828125;-1,971679688;0,827636719;-0,725280762;-0,181182861;-128,6047191;3,602850025;127,2781443;-58,1369842;20,40370059;-56,07789326;47,95776933;-47,95776933;-4,871652343;4,871652343;23,72685893;-22,24199556;0,539398496;0,457219054;0,457219054;0,539398496;91,6204256;223,5702761;1128,878779;122,8620659;258,8798299;1144,030075;105,3580033;243,2380233;1133,459199;256,3742387;125,3926496;1001,716064;259,5168341;148,8409847;971,8066094;363,7488664;3,469029093;907,9263694;35,89078443;-6,197676931;995,1751341
0,23;;;0,660209353;0,228250051;0,337916741;0,630743847;989,7460938;-24,91760254;203,8574219;30,84381313;0,625523864;10,35851725;3,80859375;-6,99609375;1,225585938;-1,071166992;-0,018855095;0,366333008;132,7486387;1,378156476;9,108395322;0,346818288;0,071333761;0,401187314;0,844794241;505,3710938;786,1328125;353,515625;7,817075718;0,224200402;-0,841913675;6,140625;1,698242188;-4,68359375;-0,240158081;-1,125976563;-0,063018799;142,9747208;48,52606996;13,7802015;0,40135694;-0,753063511;0,078060912;0,515474975;393,0664063;725,0976563;570,8007813;-0,549684881;-17,09974996;2,890143084;5,3203125;-0,618652344;-3,990234375;-0,314575195;-1,135864258;-0,36505127;-126,6672348;-27,15402438;70,55507402;0,007688429;-0,684396017;0,44824717;0,57499344;-535,15625;570,3125;603,515625;6,491903207;-16,57126629;-12,29411386;3,17578125;2,53125;-1,73046875;0,82800293;-0,724975586;-0,180679321;-128,5825083;3,616961188;127,2952536;-58,14433012;20,37829684;-56,07768502;47,96451645;-47,96451645;-4,860495696;4,860495696;23,72795232;-22,24391454;0,539398496;0,457219054;0,457219054;0,539398496;91,61047761;223,4094545;1128,869958;122,8454613;258,7335984;1144,000955;105,3445607;243,0823182;1133,43887;256,3848849;125,1793444;1001,776904;259,5275392;148,6101141;971,8536935;363,7515901;3,196629218;908,0550046;35,89056344;-6,204548134;995,1755634
0,235;;;0,660031269;0,228404336;0,337895325;0,630885832;989,2578125;-25,02441406;204,8339844;30,7352461;2,286907298;10,08134165;3,2890625;-6,96875;1,419921875;-1,070922852;-0,016983986;0,366088867;132,7387825;1,39703057;9,084780504;0,346544004;0,071463002;0,401223207;0,844878826;502,9296875;788,0859375;352,2949219;8,595964948;-2,360955995;-0,975494442;6,22265625;1,369140625;-5,01953125;-0,241958618;-1,127929688;-0,061859131;142,945511;48,55579117;13,75051842;0,401185576;-0,753039523;0,078260226;0,515613176;391,8457031;723,6328125;569,3359375;-0,322965957;-16,83213416;0,523606451;5,4140625;-0,869628906;-3,84375;-0,313842773;-1,136108398;-0,36517334;-126,6772146;-27,13166236;70,58384844;0,007452245;-0,684296548;0,44826595;0,575100284;-533,6914063;571,7773438;604,0039063;4,679213534;-15,22570309;-11,9094932;3,7890625;2,3828125;-1,721679688;0,827758789;-0,724731445;-0,178512573;-128,5588309;3,633003737;127,3109353;-58,1506269;20,35141144;-56,07605875;47,97168276;-47,97168276;-4,849646555;4,849646555;23,72871207;-22,24497371;0,539398496;0,457219054;0,457219054;0,539398496;91,59617562;223,2478426;1128,860656;122,8257444;258,5856515;1143,970908;105,3274171;242,9254071;1133,41785;256,3873198;124,9598704;1001,836143;259,5298801;148,3727626;971,8989324;363,7430004;2,915837195;908,1814663;35,89013476;-6,211542174;995,1759497
0,24;;;0,659860929;0,228550918;0,337858507;0,631030635;986,328125;-23,34594727;206,2988281;32,27455991;4,947165981;7,413166599;2,791015625;-6,73828125;1,575195313;-1,070678711;-0,015112877;0,365844727;132,730917;1,415124146;9,06077411;0,346272213;0,071589718;0,401242442;0,844970396;500;790,5273438;350,3417969;9,178820602;-5,932708809;-1,224045107;5,9296875;0,862792969;-5,08984375;-0,243759155;-1,129882813;-0,060699463;142,9178485;48,58526161;13,7201723;0,401007521;-0,753014353;0,078457629;0,515758425;391,6015625;718,2617188;566,8945313;-1,43425025;-14,00825322;-4,800119723;5,34375;-1,044921875;-3,751953125;-0,313110352;-1,136352539;-0,36529541;-126,6864964;-27,10839239;70,61264824;0,007214516;-0,684184431;0,448276756;0,575228272;-533,6914063;575,1953125;602,5390625;1,714347912;-16,68199241;-10,83456459;4,43359375;2,115234375;-1,431640625;0,827514648;-0,724487305;-0,176345825;-128,533515;3,651021464;127,3252268;-58,15568847;20,32270477;-56,07289259;47,97931662;-47,97931662;-4,839475889;4,839475889;23,72916753;-22,24500897;0,539398496;0,457219054;0,457219054;0,539398496;91,57775797;223,0861047;1128,85096;122,8033562;258,4364454;1143,940091;105,3069247;242,7678665;1133,396265;256,3813365;124,734181;1001,893812;259,5237177;148,1288536;971,9423426;363,7233488;2,626636624;908,3062772;35,88950582;-6,218646026;995,1762981
0,245;;;0,659699619;0,228687475;0,33780519;0,631178347;985,8398438;-27,34375;207,3974609;28,30769872;6,554091228;7,371482162;2,45703125;-6,31640625;1,568359375;-1,07043457;-0,013241768;0,365600586;132,7253379;1,432366215;9,036510847;0,346003782;0,0717122;0,401242893;0,845069751;498,2910156;794,4335938;355,9570313;14,88683051;-5,564974757;2,931449582;5,828125;0,343017578;-5,140625;-0,245559692;-1,131835938;-0,059539795;142,8921728;48,61442038;13,68932592;0,400822887;-0,752988655;0,078654778;0,515909415;392,0898438;710,9375;568,8476563;-0,637093861;-6,952536394;-8,684970936;5,26953125;-1,296875;-3,8203125;-0,31237793;-1,13659668;-0,365417481;-126,6952673;-27,08435444;70,64168858;0,006974988;-0,684059718;0,448279626;0,575377293;-530,2734375;579,1015625;604,9804688;-2,533676922;-13,15703807;-8,85400742;5,0703125;1,890625;-1,456054688;0,827270508;-0,724243164;-0,174179077;-128,5065471;3,671005419;127,3381593;-58,15937512;20,29198707;-56,06799736;47,98745216;-47,98745216;-4,830392794;4,830392794;23,72937022;-22,24388683;0,539398496;0,457219054;0,457219054;0,539398496;91,55549294;222,9248453;1128,840956;122,7787593;258,2863854;1143,908655;105,2834607;242,6102166;1133,374235;256,3667592;124,502208;1001,949929;259,5089577;147,8782866;971,9839263;363,69302;2,329013521;908,4300329;35,88868538;-6,22584822;995,1766135
0,25;;;0,65954846;0,228811878;0,337734387;0,631329104;985,3515625;-28,03039551;210,9375;27,59879313;10,60682394;7,632788075;2,0234375;-5,796875;1,458984375;-1,069946289;-0,01305294;0,366821289;132,7223158;1,448700887;9,012112589;0,345739524;0,071828917;0,40122262;0,845177613;498,7792969;794,4335938;360,1074219;17,78126066;-2,331764543;4,61996138;5,98828125;-0,045013428;-5,1953125;-0,245880127;-1,131835938;-0,059177399;142,8688819;48,64320894;13,65812561;0,400631862;-0,752963188;0,078853552;0,516064595;387,9394531;711,9140625;566,40625;1,514605632;-10,14935641;-11,04631643;5,73828125;-1,919921875;-3,818359375;-0,312255859;-1,13659668;-0,36529541;-126,7037432;-27,05971635;70,67121171;0,006733596;-0,683922774;0,448274488;0,575546941;-533,203125;577,1484375;602,0507813;0,111074346;-16,3374087;-10,25048049;5,68359375;1,71875;-1,318359375;0,827575684;-0,723571777;-0,173553467;-128,4779363;3,692896971;127,3497558;-58,16157432;20,25906153;-56,06115584;47,9961081;-47,9961081;-4,822836634;4,822836634;23,72939411;-22,24151742;0,539398496;0,457219054;0,457219054;0,539398496;91,52965452;222,7645782;1128,830719;122,752406;258,1358038;1143,876735;105,2573987;242,4528947;1133,351869;256,3434328;124,2638589;1002,004491;259,4855388;147,6209363;972,0236651;363,6525155;2,022958355;908,5533819;35,88768262;-6,233139484;995,1769007
0,255;;;0,659408394;0,228922256;0,337645243;0,631483065;983,3984375;-27,66418457;211,7919922;27,91421158;12,34470193;5,863831275;1,709960938;-5,7265625;1,541992188;-1,069213867;-0,014546394;0,369506836;132,7220878;1,464086141;8,987684426;0,34548019;0,071938567;0,401179926;0,845294592;497,3144531;791,5039063;357,6660156;16,6871081;-2,015021938;0,721018935;5,95703125;-0,641113281;-5,453125;-0,244720459;-1,129882813;-0,059612274;142,8483202;48,67157097;13,62669648;0,40043472;-0,752938812;0,079055997;0,516222171;386,9628906;705,078125;565,4296875;1,950796256;-5,68688133;-16,86723869;6,23046875;-2,455078125;-3,859375;-0,312744141;-1,136352539;-0,364929199;-126,7121639;-27,03467443;70,70147989;0,006490657;-0,683774254;0,448261347;0,575736403;-532,2265625;576,6601563;599,609375;-0,433489486;-16,99656918;-12,55664418;6,3984375;1,37890625;-1,206054688;0,828430176;-0,722473145;-0,174468994;-128,4477483;3,716591762;127,3600324;-58,16219901;20,22377004;-56,05211812;48,00528821;-48,00528821;-4,817268997;4,817268997;23,72933497;-22,2378632;0,539398496;0,457219054;0,457219054;0,539398496;91,5005018;222,6057214;1128,820312;122,7247123;257,9849597;1143,844446;105,2290849;242,2962517;1133,329257;256,3112115;124,0190347;1002,057463;259,4534208;147,3566732;972,0615141;363,6024314;1,70848704;908,6770006;35,8865064;-6,240512565;995,1771638
0,26;;;0,659280194;0,22901703;0,337537059;0,631640372;984,375;-29,34265137;212,4023438;26,37146093;13,17794728;7,025707318;1,247070313;-5,4453125;1,444335938;-1,068481445;-0,016039848;0,372192383;132,7248526;1,478489863;8,963316069;0,345226488;0,072040081;0,401113399;0,845421161;497,0703125;787,109375;357,6660156;16,53671538;1,214185375;-2,869063105;5,51171875;-0,928222656;-5,64453125;-0,243560791;-1,127929688;-0,06004715;142,8307743;48,69944994;13,59514488;0,400231798;-0,752916464;0,079264241;0,516380176;387,6953125;707,5195313;562,9882813;0,155425392;-7,872867947;-16,23918504;6,41015625;-2,9453125;-4,03515625;-0,313232422;-1,136108398;-0,364562988;-126,7207825;-27,00944598;70,73276557;0,006246948;-0,683615056;0,448240393;0,575944425;-531,7382813;577,6367188;600,5859375;-0,972086577;-15,73746811;-11,63537393;6,88671875;1,166015625;-1,044921875;0,829284668;-0,721374512;-0,175384522;-128,4161198;3,741946022;127,368999;-58,16119025;20,1860213;-56,04060747;48,01498307;-48,01498307;-4,814157051;4,814157051;23,72930989;-22,23293389;0,539398496;0,457219054;0,457219054;0,539398496;91,46826805;222,448621;1128,809784;122,6960429;257,8340646;1143,81188;105,198825;242,1405776;1133,306474;256,2699581;123,7676772;1002,108779;259,4125809;147,0854113;972,0973982;363,5434286;1,385683005;908,8015625;35,88516483;-6,247960984;995,1774061
0,265;;;0,659164492;0,229094928;0,337409302;0,631801116;984,375;-28,1829834;212,6464844;27,60483722;13,93691738;7,000836043;0,880859375;-5,48828125;1,321289063;-1,067749023;-0,017533302;0,37487793;132,7307676;1,491885629;8,939083395;0,344979094;0,072132626;0,401021932;0,845557638;496,5820313;782,7148438;359,1308594;17,68153791;5,100270069;-6,082214162;5,44140625;-1,424804688;-5,6640625;-0,242401123;-1,125976563;-0,060482025;142,8164721;48,7267872;13,56356035;0,400023464;-0,752897092;0,079480405;0,516536603;389,6484375;716,3085938;559,5703125;-3,206279695;-14,54633235;-11,15169771;6,58203125;-3,255859375;-4,39453125;-0,313720703;-1,135864258;-0,364196777;-126,7298533;-26,98425328;70,76533952;0,006003882;-0,683446273;0,448212192;0,576169226;-530,2734375;580,078125;604,9804688;-2,290974224;-11,61124844;-8,263216606;7,44140625;1,138671875;-1,01953125;0,83013916;-0,720275879;-0,176300049;-128,3832898;3,768785471;127,3766614;-58,15852834;20,14584177;-56,0263254;48,0251727;-48,0251727;-4,813949849;4,813949849;23,72945523;-22,22677317;0,539398496;0,457219054;0,457219054;0,539398496;91,43314944;222,2935756;1128,799173;122,6666986;257,6833082;1143,779115;105,1668723;241,9861255;1133,283579;256,2195421;123,5098087;1002,158338;259,3630041;146,8071477;972,1312097;363,476183;1,05472109;908,9277035;35,88366479;-6,255477949;995,1776302
0,27;;;0,659061796;0,229154992;0,33726164;0,631965288;987,3046875;-24,5513916;214,5996094;31,47026918;15,87174825;10,04159266;0,367919922;-5,4609375;1,440429688;-1,067382813;-0,018070221;0,375671387;132,7399446;1,504248759;8,91505227;0,34473866;0,072215582;0,400904763;0,845704166;495,3613281;776,3671875;357,6660156;16,92437285;8,183080397;-12,22450083;5,53125;-2,087890625;-6,11328125;-0,240570068;-1,125854492;-0,060806274;142,8055833;48,75352166;13,53202179;0,39981004;-0,752881584;0,079706474;0,516689588;392,3339844;724,1210938;556,640625;-6,921933994;-19,97062197;-6,179412471;6,23046875;-2,89453125;-4,33984375;-0,313568115;-1,135986328;-0,363769531;-126,7396123;-26,95930229;70,79945599;0,005762624;-0,683269124;0,448177018;0,576409105;-528,3203125;585,9375;609,375;-6,540643323;-7,90212053;-3,166125371;7,83203125;0,943847656;-1,047851563;0,830078125;-0,720397949;-0,176239014;-128,3494545;3,796915962;127,3830235;-58,1542284;20,1032267;-56,00900882;48,03583098;-48,03583098;-4,817043318;4,817043318;23,72992362;-22,2194394;0,539398496;0,457219054;0,457219054;0,539398496;91,39530334;222,1408696;1128,788503;122,6369109;257,5328925;1143,746213;105,1334243;241,8331463;1133,26062;256,1598574;123,2455853;1002,206013;259,3046931;146,522014;972,1628161;363,4013371;0,715895127;909,0559901;35,88201185;-6,263054878;995,1778378
0,275;;;0,658972496;0,229196585;0,337093985;0,632132755;987,7929688;-21,6217041;212,2802734;34,5619917;14,06256965;9,887654423;-0,070678711;-5,2734375;1,260742188;-1,067382813;-0,017650604;0,374572754;132,7524454;1,515555552;8,891282062;0,344505826;0,072288531;0,400761518;0,845860692;490,234375;775,390625;354,9804688;18,19052264;5,093137264;-16,52927761;5,4140625;-2,771484375;-6,38671875;-0,238067627;-1,127563477;-0,061019897;142,7982194;48,77958882;13,50060249;0,3995917;-0,752870696;0,079944152;0,516837616;400,390625;723,6328125;556,640625;-13,39928992;-15,65016567;-3,314785572;6,390625;-2,412109375;-4,5234375;-0,312774658;-1,136474609;-0,36328125;-126,7502548;-26,93475764;70,83533745;0,005524243;-0,683084883;0,448135074;0,576662364;-528,3203125;585,9375;613,7695313;-5,04603763;-4,173462077;-0,44246603;8,140625;0,607421875;-0,849609375;0,829101563;-0,721740723;-0,175201416;-128,3147975;3,826136122;127,388093;-58,14835766;20,05820311;-55,98844181;48,04692603;-48,04692603;-4,823739739;4,823739739;23,73088339;-22,21098473;0,539398496;0,457219054;0,457219054;0,539398496;91,35485842;221,9907931;1128,777788;122,6068487;257,3830538;1143,71323;105,0986307;241,6819095;1133,237634;256,09085;122,9753411;1002,251662;259,2376878;146,2303167;972,1920658;363,3194471;0,369624671;909,1868836;35,88021065;-6,270680422;995,1780302
0,28;;;0,658896861;0,229219398;0,336906509;0,632303249;988,28125;-18,95141602;211,3037109;37,37648203;13,56358985;10,01350048;-0,659667969;-5,28125;1,220703125;-1,067382813;-0,017230988;0,373474121;132,7682799;1,525782932;8,867827019;0,3442812;0,072351239;0,400592223;0,846026964;489,9902344;773,4375;358,3984375;20,90872452;8,770992423;-17,02933354;5,33984375;-3,412109375;-6,82421875;-0,235565186;-1,129272461;-0,061233521;142,7944334;48,80492336;13,46937255;0,399368397;-0,752864983;0,080194685;0,516979703;404,296875;720,2148438;555,6640625;-17,05516631;-11,5415968;-4,759402209;6,20703125;-2,171875;-4,90234375;-0,311981201;-1,136962891;-0,362792969;-126,7619111;-26,91072265;70,87315486;0,005289725;-0,682894785;0,44808663;0,576927295;-531,7382813;582,5195313;610,3515625;-0,907948116;-7,705589441;-2,732015253;8,1640625;0,366455078;-0,539550781;0,828125;-0,723083496;-0,174163818;-128,2795004;3,856250247;127,3918882;-58,1410441;20,010871;-55,96447722;48,05842353;-48,05842353;-4,834212272;4,834212272;23,73250887;-22,20144032;0,539398496;0,457219054;0,457219054;0,539398496;91,31191805;221,8436516;1128,767035;122,5766192;257,234073;1143,680215;105,062596;241,5327123;1133,214653;256,0125381;122,6995989;1002,295142;259,162077;145,9325491;972,2188022;363,230928;0,016442089;909,3207015;35,87826498;-6,278340157;995,1782078
